headline,abstract,date,category,emotion,source
China Limited the Mekong¡¯s Flow. Other Countries Suffered a Drought.,New research show that Beijing¡¯s engineers appear to have directly,2020/4/13,politics ,-1,nytimes
China¡¯s ¡®Donation Diplomacy¡¯ Raises Tensions With U.S.,New regulations in China are delaying its shipments of medical,2020/4/14,politics ,-1,nytimes
China¡¯s G.D.P. Shrank in the First Quarter,The latest on stock market and business news during the,2020/4/16,business ,-1,nytimes
"As Coronavirus Fades in China, Nationalism and Xenophobia Flare","Now that the pandemic is raging outside China¡¯s borders, foreigners",2020/4/16,covid-19,-1,nytimes
"China Post-Coronavirus: Signs of Life, Censorship and Paranoia","Hefei, an industrial city, offers tales of hope for a",2020/4/16,covid-19,1,nytimes
"Coronavirus, Britain, China: Your Friday Briefing",Here¡¯s what you need to know.,2020/4/17,covid-19,0,nytimes
"Coronavirus, China, Face Masks: Your Friday Briefing",Here's what you need to know.,2020/4/17,covid-19,0,nytimes
China Raises Coronavirus Death Toll by 50% in Wuhan,Officials facing skepticism about their credibility also bumped up their,2020/4/17,covid-19,-1,nytimes
How San Francisco¡¯s Chinatown Got Ahead of the Coronavirus,Friday: Despite being a densely populated neighborhood full of vulnerable,2020/4/17,category,1,nytimes
China¡¯s Aggressive Diplomacy Weakens Xi Jinping¡¯s Global Standing,"In the past week officials in France, Britain and nearly",2020/4/17,politics ,-1,nytimes
A Key G.O.P. Strategy: Blame China. But Trump Goes Off Message.,Republicans increasingly believe that elevating China¡¯s culpability for spreading the,2020/4/18,politics ,-1,nytimes
The U.S. Tried to Teach China a Lesson About the Media. It Backfired.,American journalists were showing the world the devastating effects of,2020/4/20,military ,-1,nytimes
¡®Gracias China!!!¡¯,While the U.S. leadership in Latin America is being called,2020/4/21,politics ,1,nytimes
U.S. Warships Enter Disputed Waters of South China Sea as Tensions With China Escalate,The move comes as a war of words between the,2020/4/21,military ,-1,nytimes
"With Selective Coronavirus Coverage, China Builds a Culture of Hate",The state propaganda machine highlights other countries¡¯ mistakes while suppressing,2020/4/22,covid-19,-1,nytimes
"Chinese Agents Helped Spread Messages That Sowed Virus Panic in U.S., Officials Say",American officials were alarmed by fake text messages and social,2020/4/22,covid-19,-1,nytimes
Coronavirus Crisis Offers Taiwan a Chance to Push Back Against China,"Saying ¡°Taiwan Can Help,¡± the island is resisting China¡¯s efforts",2020/4/22,covid-19,-1,nytimes
"Coronavirus in China, Pakistan, Afghanistan: Your Friday Briefing",Here¡¯s what you need to know.,2020/4/23,covid-19,0,nytimes
E.U. Waters Down Report on China¡¯s Coronavirus Propaganda,Belgium said it would start gradually lifting lockdown measures in,2020/4/24,covid-19,0,nytimes
"Frantic for Coronavirus Gear, Americans in Need Turn to China¡¯s Elite",People and companies with vested interest in sustaining the U.S.-China,2020/4/24,covid-19,1,nytimes
"Pressured by China, E.U. Softens Report on Covid-19 Disinformation",A revised report shows how Beijing reacts swiftly and effectively,2020/4/24,covid-19,1,nytimes
Marc Benioff¡¯s $25 Million Blitz to Buy Protective Gear From China,A call from a university chancellor set in motion a,2020/4/28,business ,0,nytimes
Coronavirus Diplomacy: How China¡¯s Red Cross Serves the Communist Party,The Red Cross in China seems like any other humanitarian,2020/4/28,covid-19,1,nytimes
China¡¯s Factories Are Back. Its Consumers Aren¡¯t.,The manufacturing giant is once again turning out steel and,2020/4/28,business ,0,nytimes
"China¡¯s Economy, India¡¯s Lockdown, Joe Biden: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/4/28,business ,0,nytimes
China Mounts Aggressive Defense to Calls for Coronavirus Compensation,Beijing has adopted a ¡°no-holds barred¡± diplomatic push to quash,2020/4/28,covid-19,1,nytimes
"Seeking Real Voices in China, Despite Censorship and Fear","Subjects get nervous. Interviews can end quickly. Still, one Times",2020/4/29,society   ,0,nytimes
"China Sets Date for Congress, Signaling Coronavirus Is Under Control",The Communist Party is eager to use its most important,2020/4/29,covid-19,1,nytimes
Chinese Coffee Chain¡¯s Scandal Renews U.S. Calls for Oversight,The implosion of a Chinese competitor to Starbucks has bolstered,2020/4/30,society   ,-1,nytimes
"Coronavirus, E.C.B., Chinese Lab: Your Friday Briefing",Here¡¯s what you need to know.,2020/5/1,covid-19,0,nytimes
Some Trump Officials Take Harder Actions on China During Pandemic,Since the coronavirus spread from a metropolis on the Yangtze,2020/5/1,covid-19,-1,nytimes
Pompeo Blames Wuhan Lab for Coronavirus As Backlash Against China Grows,"European plans for reopening have prompted protests and sown confusion,",2020/5/3,covid-19,-1,nytimes
Global Backlash Builds Against China Over Coronavirus,"As calls for inquiries and reparations spread, Beijing has responded",2020/5/3,covid-19,-1,nytimes
"Pompeo Ties Coronavirus to China Lab, Despite Spy Agencies¡¯ Uncertainty",Secretary of State Mike Pompeo backed President Trump¡¯s assertion that,2020/5/3,covid-19,-1,nytimes
"Coronavirus, Italy, China: Your Monday Briefing",Here¡¯s what you need to know.,2020/5/4,covid-19,0,nytimes
China Quiets Talk of Coronavirus Cover-Up in Wuhan,Demands for accountability run afoul of China¡¯s nationalist narrative. A,2020/5/4,covid-19,-1,nytimes
Stocks Waver as China Tensions Climb,The latest on stock market and business news during the,2020/5/4,business ,-1,nytimes
"Ji Chaozhu, Interpreter for China During Nixon¡¯s Trip, Dies at 90","With his flawless English, he sometimes translated for both American",2020/5/5,society ,0,nytimes
China¡¯s Military Is Tied to Debilitating New Cyberattack Tool,"An Israeli security company said the hacking software, called Aria-body,",2020/5/7,military ,-1,nytimes
Trump Says He¡¯s ¡®Torn¡¯ on China Deal as Advisers Signal Harmony on Trade,"The president¡¯s comments, coming just hours after advisers said the",2020/5/8,business ,-1,nytimes
Sister Fights to Free Uighur Businessman Held in China After U.S. Trip,Ekpar Asat came to the United States for the State,2020/5/9,society   ,-1,nytimes
U.S. Hits Back at China With New Visa Restrictions on Journalists,The Trump administration is imposing 90-day limits on work visas,2020/5/9,politics ,0,nytimes
"China Flare-up, Taiwan, Bangkok Pet Salons: Your Monday Briefing",Here¡¯s what you need to know.,2020/5/10,covid-19,0,nytimes
Can the Democrats Avoid Trump¡¯s China Trap?,The president wants a new cold war to deflect attention,2020/5/10,politics ,-1,nytimes
"U.S. to Accuse China of Trying to Hack Vaccine Data, as Virus Redirects Cyberattacks",Iran and other nations are also looking to steal data,2020/5/10,covid-19,0,nytimes
China Is Defensive. The U.S. Is Absent. Can the Rest of the World Fill the Void?,Smaller countries like Australia are trying to build a new,2020/5/11,politics ,1,nytimes
"Eating in Xi¡¯an, Where Wheat and Lamb Speak to China¡¯s Varied Palate","In the city¡¯s Muslim Quarter, meals are a celebration of",2020/5/11,culture,1,nytimes
Arkansas Professor Is Accused of Hiding Chinese Funding,The case was the latest example of the Justice Department¡¯s,2020/5/12,business ,-1,nytimes
Federal Retirement Fund Halts Planned China Investment Under Pressure,The change in plans for the $600 billion Thrift Savings,2020/5/13,business ,0,nytimes
China¡¯s ¡®OK Boomer¡¯: Generations Clash Over the Nation¡¯s Future,A commercial extolling Chinese youths has set off a debate,2020/5/14,business ,0,nytimes
"U.S. and China Trade Coronavirus Accusations, Sparking Fears of a New Cold War","New evidence of deepening economic crisis came from Germany, China",2020/5/15,covid-19,-1,nytimes
From ¡®Respect¡¯ to ¡®Sick and Twisted¡¯: How Coronavirus Hit U.S.-China Ties,A sharp escalation of tensions over the handling of the,2020/5/15,covid-19,-1,nytimes
"¡®Geriatric,¡¯ ¡®China¡¯s Puppet¡¯: Trump Campaign Unleashes Ads Attacking Biden",President Trump¡¯s re-election team has launched a long-promised barrage of,2020/5/15,politics ,-1,nytimes
Why I¡¯ve Stopped Telling People I¡¯m Not Chinese,"When confronted with racism toward anyone, our instinct should be",2020/5/15,society   ,0,nytimes
"China Virus Cluster, Yemen, Cirque du Soleil: Your Monday Briefing",Here¡¯s what you need to know.,2020/5/17,covid-19,0,nytimes
U.S.-China Feud Over Coronavirus Erupts at World Health Assembly,"China¡¯s president pledged $2 billion to fight the virus, a",2020/5/18,covid-19,-1,nytimes
U.S. Is Using Taiwan as a Pressure Point in Tech Fight With China,The Trump administration is challenging Chinese access to Taiwan¡¯s high-tech,2020/5/19,tech,-1,nytimes
"Yu Lihua, 90, Dies; Writer Spoke to ¡®Rootless¡¯ Chinese ¨¦migr¨¦s",In her fiction she depicted ¡°the struggle of Chinese immigrants,2020/5/19,society ,1,nytimes
Trump Is Playing the China Card. Who Believes Him?,He attacks Joe Biden to deflect blame for his terrible,2020/5/19,politics ,-1,nytimes
Xi Jinping Uses Pandemic to Strengthen His Rule in China,The Chinese leader hopes to rally national pride as his,2020/5/20,covid-19,-1,nytimes
¡®Lucky Grandma¡¯ Review: Mean Streets of Chinatown,"In Sasie Sealy¡¯s darkly funny mafia thriller, the veteran actress",2020/5/21,society ,0,nytimes
China¡¯s Hong Kong Crackdown Could Put Trump in an Unwelcome Spot,A proposed new security law has senators calling for sanctions.,2020/5/21,politics(hongkong) ,-1,nytimes
"China, Faced With Challenges, Mounts Show of Strength at Congress Session",Beijing broke with precedent in abandoning an annual growth target,2020/5/22,politics ,1,nytimes
U.K. to Quarantine All Incoming Air Travelers; a Chinese Coronavirus Vaccine Shows Promise,"Immunizations are falling because of pandemic disruptions, raising fears of",2020/5/22,covid-19,0,nytimes
China¡¯s Tighter Grip on Hong Kong Shakes City¡¯s Business World,The territory¡¯s stock market plunged amid expectations that money would,2020/5/22,politics(hongkong) ,-1,nytimes
"As Coronavirus Keeps the West at Bay, China Moves to Tame Hong Kong","An emboldened China and its leader, Xi Jinping, assert themselves",2020/5/22,politics(hongkong) ,-1,nytimes
Top U.S. Officials Threaten Action on China Over Hong Kong Security Law,Secretary of State Mike Pompeo and the White House economic,2020/5/22,politics(hongkong) ,-1,nytimes
Germany¡¯s Lessons for China and America,Better to love your country with a broken heart than,2020/5/22,politics ,0,nytimes
"Churches, China, Memorial Day: Your Friday Evening Briefing",Here¡¯s what you need to know at the end of,2020/5/22,society ,0,nytimes
China Deploys Propaganda Machine to Defend Move Against Hong Kong,State-run news media depicted the proposed national security laws as,2020/5/23,military ,0,nytimes
Why China¡¯s Move to Rein In Hong Kong Is Just the Start,"Xi Jinping¡¯s China, emboldened by its handling of the coronavirus",2020/5/24,politics(hongkong) ,1,nytimes
Coronavirus Threatens China¡¯s Devotion to Chopsticks and Sharing Food,"Faced with the spread of the coronavirus, the government is",2020/5/25,covid-19,0,nytimes
"China¡¯s Workers, Hong Kong Protests, SpaceX Launch: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/5/26,politics(hongkong) ,0,nytimes
"China¡¯s Workers, Boris Johnson, SpaceX Launch: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/5/27,society   ,0,nytimes
"China Approves Plan to Rein In Hong Kong, Defying Worldwide Outcry",Beijing ordered that a new law be written to extend,2020/5/28,politics(hongkong) ,-1,nytimes
U.S. to Expel Chinese Graduate Students With Ties to China¡¯s Military Schools,The move is the latest in the Trump administration¡¯s efforts,2020/5/28,military ,-1,nytimes
Will the U.S. Soon Treat Hong Kong Like China? Much Is at Stake,Washington has long given the former British colony a special,2020/5/28,politics(hongkong) ,-1,nytimes
Pompeo Hits Out at China,"A threat over Hong Kong, and controversy in the education",2020/5/28,politics(hongkong) ,-1,nytimes
Trump Speaks on China. Markets Rise,The latest on stock market and business news during the,2020/5/29,business ,0,nytimes
Do My Tweets Really Threaten China¡¯s National Security?,The Communist Party was always going to try to tame,2020/5/29,politics ,-1,nytimes
"Rebuking China, Trump Curtails Ties to Hong Kong and Severs Them With W.H.O.",Critics say the actions would do little to blunt China¡¯s,2020/5/29,politics(hongkong),-1,nytimes
"Blaming China for Pandemic, Trump Says U.S. Will Leave the W.H.O.",America¡¯s decades-long relationship with the organization has been instrumental in,2020/5/29,covid-19,-1,nytimes
China and the Rhineland Moment,America and its allies must not simply accept Beijing¡¯s aggression.,2020/5/29,politics,-1,nytimes
U.S. and Chinese Scientists Trace Evolution of Coronaviruses in Bats,Researchers whose canceled U.S. grant caused an outcry from other,2020/6/1,covid-19,0,nytimes
¡®We Need Help¡¯: Coronavirus Fuels Racism Against Black Americans in China,African governments have loudly protested abuse of their citizens in,2020/6/2,covid-19,-1,nytimes
"As Protests Engulf the United States, China Revels in the Unrest",Chinese officials and state media are seizing on the moment,2020/6/2,politics,-1,nytimes
