,headline,abstract,date,category,emotion,source,links,sentiment,Emotion,reportCountry
527,"Buffeted by Trump, China Has Little Hope for Warmer Relations With Biden",Many in Beijing believe that the United States will remain,2020/11/9,Covid-19,1,nytimes,https://www.nytimes.com/2020/11/09/world/asia/china-united-states-biden.html,-0.1875,0.7625,1
528,"In Brazil¡¯s Halt of Chinese Vaccine Trial, Critics See Politics",The government offered little explanation as to why it had,2020/11/10,Covid-19,1,nytimes,https://www.nytimes.com/2020/11/10/world/asia/brazil-china-vaccine-covid19.html,0,0.8,1
529,Silver Apricot Applies a Chinese Lens to Farm-to-Table Cooking,The chef Simone Tong weaves the flavors of her upbringing,2020/11/10,tech,1,nytimes,https://www.nytimes.com/2020/11/10/dining/silver-apricot-review.html,0,0.8,1
530,China Targets Hong Kong¡¯s Lawmakers as It Squelches Dissent,"Four pro-democracy figures were forced out of the legislature, prompting",2020/11/11,tech,1,nytimes,https://www.nytimes.com/2020/11/11/world/asia/hong-kong-protest-democracy.html,0,0.8,1
531,"Blackpink Cuddled a Baby Panda. Not Cute, the Chinese Internet Said.",The K-pop band was accused of putting the cub at,2020/11/12,Covid-19,1,nytimes,https://www.nytimes.com/2020/11/12/world/asia/blackpink-panda-controversy.html,-0.125,0.775,1
532,Trump Bars Investment in Chinese Firms With Military Ties,"The ban, which affects companies including Huawei, China Mobile and",2020/11/12,politics,1,nytimes,https://www.nytimes.com/2020/11/12/business/economy/trump-china-investment-ban.html,-0.05,0.79,1
533,China Congratulates Biden on Presidential Victory,"¡°We respect the choice of the American people,¡± a spokesman",2020/11/13,society,1,nytimes,https://www.nytimes.com/2020/11/13/world/asia/china-congratulations-biden.html,0,0.8,1
534,China is the latest foreign country to recognize Biden as president-elect.,"After days of silence, China on Friday congratulated Joseph R.",2020/11/13,Covid-19,1,nytimes,https://www.nytimes.com/2020/11/13/us/china-is-the-latest-foreign-country-to-recognize-biden-as-president-elect.html,0.1875,0.8375,1
535,"China-Led Trade Pact Is Signed, in Challenge to U.S.",The deal sealed on Sunday stands as a potent symbol,2020/11/15,politics,1,nytimes,https://www.nytimes.com/2020/11/15/business/china-trade-rcep.html,0,0.8,1
536,"While Training Continues, China¡¯s Prized Women¡¯s Hockey Players Are in Russia","With the 2022 Winter Games 15 months away, at a",2020/11/16,politics,0,nytimes,https://www.nytimes.com/2020/11/16/sports/hockey/china-womens-hockey-2022-olympics-krs-vanke-rays.html,0,0,1
537,Biden¡¯s China Policy? A Balancing Act for a Toxic Relationship,"As president, Joe Biden will face deep dilemmas, and a",2020/11/16,society,0,nytimes,https://www.nytimes.com/2020/11/16/business/economy/biden-china-trade-policy.html,0,0,1
542,Why Do Chinese Liberals Embrace American Conservatives?,It¡¯s less about foreign policy than the culture wars.,2020/11/18,business,-1,nytimes,https://www.nytimes.com/2020/11/18/opinion/trump-chinese-liberals-biden.html,0,-0.8,1
539,"Vaccine Unproven? No Problem in China, Where People Scramble for Shots",Many say they are reassured because politicians and executives have,2020/11/17,covid-19,0,nytimes,https://www.nytimes.com/2020/11/17/business/china-coronavirus-vaccine-safety.html,0,0,1
540,"In China, people scramble for shots of unproven vaccines.",China has made its unproven vaccine candidates widely available to,2020/11/17,politics,0,nytimes,https://www.nytimes.com/2020/11/17/world/in-china-people-scramble-for-shots-of-unproven-vaccines.html,0,0,1
553,Australia Condemns Lurid Tweet by Chinese Official as ¡®Disgusting Slur¡¯,"The post, with a doctored photograph showing an Australian soldier",2020/11/30,business,-1,nytimes,https://www.nytimes.com/2020/11/30/world/australia/china-tweet-soldier.html,0,-0.8,1
554,"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter",When Australia¡¯s leader demanded an apology for a tweet by,2020/12/1,politics,-1,nytimes,https://www.nytimes.com/2020/12/01/world/australia/china-australia-morrison-tweet.html,0,-0.8,1
543,How Steve Bannon and a Chinese Billionaire Created a Right-Wing Coronavirus Media Sensation,"Increasingly allied, the American far right and members of the",2020/11/20,business,1,nytimes,https://www.nytimes.com/2020/11/20/business/media/steve-bannon-china.html,0,0.8,1
544,A Chinese drugmaker reports progress on a vaccine candidate.,As China rushes to keep up with the global race,2020/11/20,business,0,nytimes,https://www.nytimes.com/2020/11/20/world/a-chinese-drugmaker-reports-progress-on-a-vaccine-candidate.html,0,0,1
545,China¡¯s Surveillance State Sucks Up Data. U.S. Tech Is Key to Sorting It.,Intel and Nvidia chips power a supercomputing center that tracks,2020/11/23,business,0,nytimes,https://www.nytimes.com/2020/11/22/technology/china-intel-nvidia-xinjiang.html,-0.15,-0.15,1
546,China Disappeared My Professor. It Can¡¯t Silence His Poetry.,"Against overwhelming state violence, poetry might appear to offer little",2020/11/23,business,0,nytimes,https://www.nytimes.com/2020/11/23/opinion/uighur-poetry-xinjiang-china.html,0,0,1
560,China Peddles Falsehoods to Obscure Origin of Covid Pandemic,To push the idea that the virus didn¡¯t come from,2020/12/6,military,-1,nytimes,https://www.nytimes.com/2020/12/06/world/asia/china-covid-origin-falsehoods.html,0,-0.8,1
548,"After Trump, Biden Faces Pressure to Stand Up to China by Embracing Taiwan","In his final days in office, President Trump is trying",2020/11/24,military,0,nytimes,https://www.nytimes.com/2020/11/24/world/asia/taiwan-china-trump-biden.html,0,0,1
549,Cooperative Competition Is Possible Between China and the U.S.,A former vice foreign minister of China proposes a way,2020/11/24,politics,0,nytimes,https://www.nytimes.com/2020/11/24/opinion/china-us-biden.html,0,0,1
550,What Does China Think U.S.-China Relations Should Look Like?,Why we published an Op-Ed by a Chinese official.,2020/11/24,society,0,nytimes,https://www.nytimes.com/2020/11/24/opinion/us-china-relations.html,0,0,1
551,Biden and China,And what else you need to know today.,2020/11/25,politics,1,nytimes,https://www.nytimes.com/2020/11/25/briefing/michael-flynn-utah-monolith-grammy-nominations.html,0,0.8,1
552,A Soaring Monument to Beauty in China Is Stirring Passions. Mostly Anger.,As China fights to end extreme poverty while also recovering,2020/11/26,bussiness,0,nytimes,https://www.nytimes.com/2020/11/26/business/china-statues-economy.html,-0.7,-0.7,1
561,Scandal Dogs AstraZeneca¡¯s Vaccine Partner in China,The British-Swedish drugmaker has joined with a huge Asian company,2020/12/7,society,-1,nytimes,https://www.nytimes.com/2020/12/07/business/china-vaccine-astrazeneca.html,0,-0.8,1
563,U.S. Imposes Sanctions on Chinese Officials Over Hong Kong Crackdown,China summoned an American diplomat to protest the sanctions against,2020/12/8,politics,-1,nytimes,https://www.nytimes.com/2020/12/08/world/asia/hong-kong-china-us-sanctions.html,0,-0.8,1
555,Senator Rick Scott: Don¡¯t Get Duped by China,The Florida senator says we need to recognize that Beijing,2020/12/1,culture,1,nytimes,https://www.nytimes.com/2020/12/01/opinion/letters/china-us.html,0,0.8,1
556,Chinatown: Time Travel Through a New York Gem,"Wander down Doyers Street and then discover the monuments, parks",2020/12/2,politics,0,nytimes,https://www.nytimes.com/interactive/2020/12/02/arts/design/chinatown-virtual-walk-tour.html,0.136363636,0.136363636,1
557,Chinese Companies to Face More Scrutiny as Bill Clears House,"If they didn¡¯t disclose more information, they could risk removal",2020/12/2,politics,0,nytimes,https://www.nytimes.com/2020/12/02/business/economy/chinese-companies-to-face-more-scrutiny-as-bill-clears-house.html,0.25,0.25,1
558,"China Poised to Be First to Distribute Virus Vaccine in Latin America, U.S. Official Says","China, which has been expanding its presence in the region,",2020/12/2,covid-19,1,nytimes,https://www.nytimes.com/2020/12/02/us/politics/coronavirus-southern-command-china-latin-america.html,0.25,0.85,1
559,U.S. Tightens Visa Rules for Chinese Communist Party Members,New guidelines mean that China¡¯s 92 million party members will,2020/12/3,covid-19,1,nytimes,https://www.nytimes.com/2020/12/03/world/asia/us-visa-china-communist-party.html,0,0.8,1
571,"As China Tracked Muslims, Alibaba Showed Customers How They Could, Too",The website for the tech titan¡¯s cloud business described facial,2020/12/16,politics,-1,nytimes,https://www.nytimes.com/2020/12/16/technology/alibaba-china-facial-recognition-uighurs.html,0,-0.8,1
572,How to Reset the Relationship Between the U.S. and China,A group of experts gathered to debate the prospects for,2020/12/18,society,-1,nytimes,https://www.nytimes.com/2020/12/18/business/dealbook/us-china-relations-debate.html,0,-0.8,1
562,"A Costly Quip Angers Chinese Moviegoers, and a Film Is Yanked",¡°Monster Hunter¡± disappeared from theaters in China after online critics,2020/12/7,society,0,nytimes,https://www.nytimes.com/2020/12/07/business/china-monster-hunter-slur.html,0,0,1
573,Zoom Executive Accused of Disrupting Calls at China¡¯s Behest,U.S. prosecutors have charged a company executive based in China,2020/12/18,business,-1,nytimes,https://www.nytimes.com/2020/12/18/technology/zoom-tiananmen-square.html,0,-0.8,1
564,"Chinese Covid-19 Vaccine Gets Key Push, but Doubts Swirl",The announcement by the United Arab Emirates that it approved,2020/12/9,business,1,nytimes,https://www.nytimes.com/2020/12/09/business/china-coronavirus-vaccine-united-arab-emirates.html,0,0.8,1
565,"For Canadians Held in China, Two Years of Isolation and Uncertainty",The fates of Michael Kovrig and Michael Spavor appear tied,2020/12/9,society,1,nytimes,https://www.nytimes.com/2020/12/09/world/asia/china-canada-michael-kovrig-spavor.html,0,0.8,1
578,"With Alibaba Investigation, China Gets Tougher on Tech",Jack Ma and other entrepreneurs prospered under Beijing¡¯s laissez-faire attitude,2020/12/24,politics,-1,nytimes,https://www.nytimes.com/2020/12/23/business/alibaba-antitrust-jack-ma.html,0,-0.8,1
567,"Bahrain is the second country to approve a Chinese vaccine, and other news around the world.",Bahrain said on Sunday that it had approved the use,2020/12/13,politics,0,nytimes,https://www.nytimes.com/2020/12/13/world/bahrain-is-the-second-country-to-approve-a-chinese-vaccine-and-other-news-around-the-world.html,-0.041666667,-0.041666667,1
568,China¡¯s Combative Nationalists See a World Turning Their Way,China¡¯s Communist Party is pushing the narrative that the pandemic,2020/12/14,politics,1,nytimes,https://www.nytimes.com/2020/12/14/world/asia/china-nationalists-covid.html,0,0.8,1
569,"With Americans Stuck at Home, Trade With China Roars Back",Reducing trade with China was supposed to happen in 2020.,2020/12/14,covid-19,0,nytimes,https://www.nytimes.com/2020/12/14/business/economy/us-china-trade-covid.html,0,0,1
570,"China Brings Moon Rocks to Earth, and a New Era of Competition to Space",The Chang¡¯e-5 mission¡¯s success highlights the progress of China¡¯s space,2020/12/16,society,0,nytimes,https://www.nytimes.com/2020/12/16/science/china-moon-mission-rocks.html,0.136363636,0.136363636,1
592,Swiss newspaper targets US media's HK double standard,,2020/1/4,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202009/22/WS5f6a1d75a31024ad0ba7b1c6.html,0,-0.8,1
596,Students face US doubts,,2020/1/8,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202007/27/WS5f1e2b9da3107831ec753c9d.html,0,-0.8,1
599,US suspicion of TikTok does not recognize the needs of American society,,2020/1/9,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202012/02/WS5fc6dd40a31099a23435237b.html,0,-0.8,1
574,A Chinese official confirms that a million citizens received unproven homegrown vaccines.,More than a million doses of untested Covid-19 vaccines have,2020/12/19,politics,1,nytimes,https://www.nytimes.com/2020/12/18/world/a-chinese-official-confirms-that-a-million-citizens-received-unproven-homegrown-vaccines.html,0,0.8,1
575,Nepal Falls Into Political Turmoil. China and India Are Watching.,"The prime minister dissolved the lower house of Parliament, throwing",2020/12/20,politics,1,nytimes,https://www.nytimes.com/2020/12/20/world/asia/nepal-parliament.html,0,0.8,1
576,"Ezra F. Vogel, Eminent Scholar of China and Japan, Dies at 90","A longtime scholar at Harvard, Professor Vogel wrote books that",2020/12/23,politics,0,nytimes,https://www.nytimes.com/2020/12/22/world/asia/ezra-f-vogel-dead.html,0,0,1
577,"Cecilia Chiang Lost Everything in China, and Built It Back in California","She twice escaped war in China, and eventually landed in",2020/12/23,politics,0,nytimes,https://www.nytimes.com/interactive/2020/12/23/magazine/cecilia-chiang-death.html,0,0,1
604,China's phase one trade deal with US is a landmark agreement,,2020/1/18,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202004/23/WS5ea0cea1a3105d50a3d18214.html,0,-0.8,1
579,Influencers May Face Fines as China Tackles Obesity and Food Waste,"According to a new government report, more than half of",2020/12/24,tech,1,nytimes,https://www.nytimes.com/2020/12/24/world/asia/china-obesity-overweight.html,-0.2,0.76,1
580,"With Money, and Waste, China Fights for Chip Independence",Beijing¡¯s drive to free itself from reliance on imported semiconductors,2020/12/24,covid-19,0,nytimes,https://www.nytimes.com/2020/12/24/technology/china-semiconductors.html,-0.2,-0.2,1
581,Why China Turned Against Jack Ma,The Alibaba chief paid for pushing back against Beijing. But,2020/12/24,covid-19,1,nytimes,https://www.nytimes.com/2020/12/24/technology/china-jack-ma-alibaba.html,0,0.8,1
582,Sailors Stranded for Months as China Refuses to Let Ships Unload Australian Coal,China is vague about why vessels that carried Australian coal,2020/12/26,culture,0,nytimes,https://www.nytimes.com/2020/12/26/business/coal-ships-china-australia.html,0,0,1
583,25 Days That Changed the World: How Covid-19 Slipped China¡¯s Grasp,"Beijing acted against the coronavirus with stunning force, as its",2020/12/30,politics,0,nytimes,https://www.nytimes.com/2020/12/30/world/asia/china-coronavirus.html,0,0,1
584,"China and E.U. Leaders Strike Investment Deal, but Political Hurdles Await","The agreement, which would roll back restrictions on investment, faces",2020/12/30,politics,0,nytimes,https://www.nytimes.com/2020/12/30/business/china-eu-investment-deal.html,0,0,1
585,Trump Was Briefed on Uncorroborated Intelligence About Chinese Bounties,"The unverified intelligence echoes a similar report, deemed credible by",2020/12/31,covid-19,0,nytimes,https://www.nytimes.com/2020/12/30/us/politics/trump-chinese-bounties-briefing.html,0,0,1
586,U.S. Companies Face China Tariffs as Exclusions Expire,Many American companies saw their exemptions from President Trump¡¯s China,2020/12/31,tech,1,nytimes,https://www.nytimes.com/2020/12/31/business/economy/china-tariffs-exclusions-expire.html,0,0.8,1
587,A Sci-Fi Dreamer¡¯s Poisoning Death Shocks China,The ¡°billionaire millennial¡± Lin Qi was working with Netflix and,2020/12/31,politics,0,nytimes,https://www.nytimes.com/2020/12/31/business/three-body-problem-murder-poison.html,0,0,1
588,"New Year¡¯s, Trump, China¡¯s Vaccine: Your Thursday Evening Briefing",Here¡¯s what you need to know at the end of,2020/12/31,politics,0,nytimes,https://www.nytimes.com/2020/12/31/briefing/new-years-trump-chinas-vaccine.html,0.136363636,0.136363636,1
